@RELATION institutions
@ATTRIBUTE token_0 INTEGER
@ATTRIBUTE token_1 INTEGER
@ATTRIBUTE class {yes,no}

@DATA
{0 9,1 21,2 no}
{0 7,1 14,2 yes}
{0 11,1 27,2 yes}
{0 2,1 5,2 yes}
{0 15,1 32,2 yes}
{0 24,1 57,2 yes}
{0 25,1 69,2 no}
{0 8,1 22,2 yes}
{0 1,1 3,2 yes}
{0 7,1 14,2 yes}
{0 16,1 34,2 yes}
{0 7,1 19,2 yes}
{0 8,1 26,2 no}
{0 23,1 58,2 yes}
{0 17,1 29,2 yes}
{0 5,1 6,2 yes}
{0 11,1 32,2 yes}
{0 11,1 25,2 yes}
{0 14,1 33,2 no}
{0 6,1 11,2 yes}
{0 24,1 51,2 yes}
{0 1,1 2,2 yes}
{0 5,1 29,2 yes}
{0 13,1 32,2 yes}
{0 3,1 12,2 no}
{0 6,1 20,2 yes}
{0 2,1 7,2 no}
{0 2,1 2,2 no}
{0 5,1 11,2 no}
{0 9,1 16,2 no}
{0 5,1 3,2 no}
{0 8,1 17,2 yes}
{0 70,1 138,2 yes}
{0 1,1 3,2 yes}
{0 107,1 265,2 no}
{0 16,1 37,2 yes}
{0 20,1 30,2 yes}
{1 1,2 no}
{0 9,1 18,2 yes}
{0 1,1 1,2 no}
{0 7,1 13,2 yes}
{0 9,1 20,2 yes}
{0 1,1 5,2 yes}
{0 3,1 9,2 yes}
{0 4,1 13,2 yes}
{0 9,1 20,2 yes}
{1 1,2 yes}
{0 5,1 11,2 yes}
{0 53,1 125,2 yes}
{0 2,1 2,2 yes}
{0 7,1 17,2 no}
{1 1,2 yes}
{0 8,1 28,2 yes}
{0 1,1 4,2 no}
{0 4,1 6,2 no}
{0 7,1 13,2 yes}
{0 8,1 15,2 yes}
{0 10,1 26,2 no}
{0 4,1 6,2 yes}
{0 5,1 14,2 no}
{0 21,1 50,2 no}
{0 11,1 25,2 yes}
{0 5,1 9,2 no}
{1 1,2 yes}
{0 5,1 6,2 no}
{0 4,1 25,2 yes}
{0 6,1 11,2 no}
{0 10,1 13,2 no}
{0 4,1 10,2 yes}
{0 8,1 35,2 yes}
{0 60,1 128,2 yes}
{0 4,1 7,2 no}
{0 18,1 40,2 no}
{0 12,1 37,2 yes}
{0 3,1 6,2 no}
{0 10,1 21,2 yes}
{0 35,1 80,2 no}
{0 1,1 2,2 no}
{0 4,1 7,2 yes}
{0 20,1 36,2 yes}
{0 7,1 12,2 yes}
{0 29,1 79,2 no}
{0 5,1 8,2 no}
{0 19,1 42,2 yes}
{0 2,1 7,2 no}
{0 14,1 27,2 no}
{1 2,2 no}
{0 17,1 41,2 no}
{0 6,1 23,2 yes}
{0 5,1 14,2 yes}
{0 9,1 9,2 no}
{0 14,1 42,2 yes}
{0 3,1 5,2 yes}
{0 27,1 45,2 no}
{0 6,1 22,2 yes}
{0 4,1 17,2 yes}
{0 10,1 38,2 no}
{0 2,1 2,2 no}
{0 11,1 32,2 no}
{0 11,1 21,2 yes}
{0 22,1 45,2 no}
{0 3,1 3,2 no}
{0 43,1 86,2 no}
{0 6,1 12,2 no}
{0 13,1 32,2 no}
{0 13,1 25,2 yes}
{0 6,1 10,2 no}
{0 22,1 36,2 yes}
{0 14,1 53,2 no}
{0 4,1 14,2 yes}
{0 7,1 23,2 no}
{0 3,1 6,2 no}
{0 3,1 12,2 yes}
{0 2,1 6,2 yes}
{0 5,1 9,2 no}
{0 18,1 28,2 yes}
{0 6,1 19,2 yes}
{0 9,1 21,2 no}
{1 1,2 yes}
{0 14,1 42,2 yes}
{0 10,1 25,2 yes}
{0 17,1 38,2 yes}
{0 5,1 18,2 yes}
{0 4,1 12,2 yes}
{0 7,1 23,2 yes}
{0 43,1 106,2 no}
{0 10,1 20,2 yes}
{0 2,1 2,2 no}
{0 11,1 21,2 yes}
{0 18,1 42,2 yes}
{0 19,1 31,2 yes}
{0 8,1 19,2 no}
{0 10,1 30,2 yes}
{0 110,1 268,2 no}
{0 16,1 36,2 yes}
{0 3,1 3,2 no}
{0 9,1 21,2 yes}
{0 1,1 4,2 yes}
{0 1,1 4,2 no}
{0 16,1 37,2 no}
{0 1,1 4,2 yes}
{0 13,1 36,2 yes}
{0 15,1 39,2 yes}
{0 17,1 34,2 no}
{0 45,1 113,2 yes}
{0 5,1 7,2 yes}
{0 2,1 9,2 no}
{0 2,1 3,2 yes}
{0 11,1 18,2 yes}
{0 5,1 9,2 yes}
{0 4,1 15,2 yes}
{0 1,1 2,2 yes}
{0 15,1 45,2 no}
{0 5,1 15,2 yes}
{0 3,1 15,2 no}
{0 13,1 17,2 no}
{0 10,1 29,2 yes}
{0 7,1 15,2 yes}
{0 8,1 22,2 yes}
{0 5,1 6,2 no}
{0 6,1 9,2 no}
{0 18,1 48,2 yes}
{0 7,1 25,2 yes}
{1 2,2 yes}
{0 9,1 27,2 yes}
{0 7,1 13,2 yes}
{0 4,1 6,2 yes}
{0 2,1 3,2 no}
{0 5,1 25,2 yes}
{0 4,1 11,2 no}
{0 14,1 22,2 yes}
{0 8,1 20,2 no}
{0 4,1 12,2 no}
{0 4,1 24,2 yes}
{0 4,1 13,2 yes}
{0 9,1 16,2 yes}
{0 10,1 28,2 yes}
{0 8,1 18,2 yes}
{0 6,1 20,2 yes}
{0 5,1 18,2 yes}
{0 3,1 14,2 no}
{0 3,1 9,2 yes}
{0 3,1 5,2 no}
{0 5,1 10,2 yes}
{1 1,2 yes}
{0 32,1 63,2 no}
{0 6,1 18,2 no}
{0 8,1 21,2 yes}
{0 4,1 13,2 yes}
{0 29,1 56,2 yes}
{0 2,1 7,2 yes}
{0 10,1 27,2 yes}
{0 3,1 12,2 yes}
{0 33,1 86,2 yes}
{0 6,1 20,2 yes}
{0 8,1 17,2 yes}
{0 3,1 4,2 no}
{0 1,1 2,2 yes}
{0 11,1 37,2 yes}
{0 16,1 39,2 no}
{0 6,1 16,2 yes}
{0 4,1 8,2 yes}
{0 9,1 23,2 yes}
{0 21,1 45,2 yes}
{0 2,1 4,2 no}
{0 3,1 3,2 no}
{0 3,1 5,2 no}
{0 4,1 14,2 no}
{0 10,1 27,2 yes}
{0 5,1 11,2 yes}
{0 3,1 6,2 yes}
{0 7,1 19,2 yes}
{0 18,1 39,2 yes}
{0 14,1 31,2 no}
{1 1,2 yes}
{0 23,1 40,2 yes}
{0 162,1 348,2 yes}
{0 12,1 18,2 yes}
{0 15,1 34,2 yes}
{0 9,1 29,2 yes}
{0 44,1 110,2 yes}
{0 5,1 8,2 yes}
{0 2,1 6,2 yes}
{0 40,1 94,2 yes}
{0 4,1 16,2 yes}
{0 3,1 6,2 yes}
{0 1,1 4,2 yes}
{0 4,1 9,2 yes}
{0 17,1 29,2 no}
{0 6,1 16,2 yes}
{0 5,1 12,2 yes}
{0 4,1 10,2 no}
{0 7,1 17,2 yes}
{0 18,1 33,2 yes}
{0 14,1 30,2 no}
{0 8,1 21,2 no}
{0 9,1 19,2 no}
{0 17,1 34,2 no}
{0 1,1 6,2 no}
{0 1,1 4,2 yes}
{0 7,1 11,2 no}
{0 16,1 34,2 no}
{0 33,1 87,2 yes}
{0 1,1 1,2 yes}
{0 16,1 38,2 no}
{0 8,1 14,2 no}
{1 1,2 yes}
{0 4,1 10,2 no}
{0 2,1 15,2 no}
{0 2,1 4,2 yes}
{0 8,1 15,2 yes}
{0 17,1 32,2 yes}
{0 10,1 28,2 yes}
{1 2,2 no}
