@RELATION institutions
@ATTRIBUTE token_0 INTEGER
@ATTRIBUTE token_1 INTEGER
@ATTRIBUTE token_2 INTEGER
@ATTRIBUTE token_3 INTEGER
@ATTRIBUTE class {yes,no}

@DATA
{0 7,1 5,2 3,3 24,4 yes}
{0 1,1 4,2 1,3 12,4 no}
{1 1,3 3,4 yes}
{1 2,2 1,3 2,4 yes}
{0 1,1 4,2 2,3 22,4 yes}
{0 7,1 13,2 6,3 41,4 yes}
{0 4,1 7,2 3,3 20,4 yes}
{3 1,4 yes}
{0 3,1 8,2 6,3 32,4 no}
{0 2,1 1,2 1,3 7,4 yes}
{0 2,1 2,3 4,4 yes}
{0 2,1 2,2 1,3 8,4 yes}
{0 2,1 1,2 2,3 9,4 yes}
{0 3,1 7,2 3,3 16,4 yes}
{0 7,1 6,2 4,3 21,4 no}
{1 1,2 1,3 3,4 yes}
{0 2,1 8,2 3,3 15,4 yes}
{0 4,1 11,2 5,3 40,4 yes}
{0 1,1 2,3 6,4 no}
{0 1,1 4,2 3,3 7,4 yes}
{1 1,2 1,3 2,4 yes}
{1 1,3 1,4 yes}
{0 4,1 9,2 3,3 24,4 yes}
{0 1,4 yes}
{0 6,1 16,2 7,3 49,4 no}
{0 4,1 4,2 1,3 14,4 yes}
{0 3,1 5,2 3,3 18,4 yes}
{0 1,4 no}
{1 2,2 2,3 2,4 yes}
{0 2,1 4,2 2,3 23,4 yes}
{0 1,4 no}
{0 2,1 4,2 2,3 9,4 no}
{0 1,1 8,2 2,3 9,4 no}
{0 3,1 5,2 1,3 14,4 yes}
{1 2,2 1,3 2,4 yes}
{0 7,1 6,2 4,3 23,4 no}
{0 5,1 5,2 1,3 29,4 no}
{0 3,1 3,2 2,3 15,4 yes}
{0 5,1 4,2 5,3 24,4 yes}
{0 6,1 16,2 7,3 34,4 yes}
{0 1,1 2,2 2,3 3,4 yes}
{0 2,1 6,2 4,3 18,4 yes}
{0 1,1 3,2 2,3 8,4 yes}
{0 3,1 10,2 5,3 28,4 yes}
{0 1,1 2,2 1,3 14,4 yes}
{0 1,1 1,2 2,3 2,4 no}
{0 6,1 18,2 10,3 43,4 yes}
{0 2,1 2,2 4,3 12,4 yes}
{0 6,1 9,2 5,3 38,4 yes}
{0 8,1 11,2 5,3 31,4 no}
{0 5,1 14,2 6,3 30,4 yes}
{0 10,1 9,2 5,3 31,4 yes}
{0 1,1 3,2 1,3 10,4 yes}
{0 1,1 2,2 1,3 12,4 yes}
{0 1,1 1,2 2,3 2,4 no}
{1 1,3 2,4 yes}
{0 9,1 13,2 12,3 49,4 no}
{0 1,1 2,2 1,3 4,4 yes}
{0 1,1 1,2 1,3 2,4 yes}
{0 3,1 4,2 2,3 19,4 yes}
{0 7,1 12,2 5,3 42,4 yes}
{0 3,1 8,2 5,3 24,4 yes}
{0 5,1 5,2 3,3 30,4 yes}
{0 13,1 23,2 12,3 71,4 yes}
{0 12,1 20,2 7,3 50,4 no}
{0 2,1 9,2 7,3 18,4 yes}
{0 1,1 5,2 3,3 19,4 yes}
{0 1,1 1,2 1,3 11,4 yes}
{0 6,1 16,2 14,3 52,4 no}
{1 2,2 1,3 4,4 yes}
{0 1,1 5,2 5,3 25,4 yes}
{1 3,2 2,3 5,4 yes}
{0 3,1 12,2 8,3 23,4 yes}
{0 3,1 7,2 2,3 23,4 yes}
{1 4,2 1,3 5,4 yes}
{0 4,1 2,2 2,3 10,4 yes}
{0 2,1 7,2 3,3 15,4 no}
{0 7,1 3,2 2,3 21,4 yes}
{0 5,1 3,2 2,3 15,4 yes}
{1 1,3 1,4 yes}
{0 2,1 6,2 3,3 20,4 yes}
{0 5,1 9,2 4,3 24,4 no}
{0 1,1 2,2 1,3 3,4 no}
{0 9,1 25,2 10,3 54,4 no}
{0 2,1 8,2 5,3 15,4 yes}
{0 2,1 2,2 1,3 11,4 yes}
{0 5,1 1,2 3,3 10,4 no}
{0 2,1 4,2 1,3 19,4 no}
{0 3,1 2,3 13,4 yes}
{0 1,1 1,2 1,3 5,4 no}
{1 1,3 2,4 yes}
{0 2,1 2,2 2,3 9,4 yes}
{0 1,1 2,3 5,4 no}
{1 1,2 1,3 1,4 yes}
{0 2,1 3,2 1,3 16,4 yes}
{1 1,3 3,4 yes}
{0 5,1 8,2 5,3 19,4 no}
{0 1,1 1,3 3,4 no}
{0 1,1 3,2 1,3 10,4 no}
{0 1,1 3,2 1,3 7,4 no}
{0 13,1 22,2 15,3 72,4 no}
{0 1,1 2,2 1,3 7,4 yes}
{0 2,1 1,2 1,3 7,4 yes}
{0 2,1 9,2 2,3 16,4 yes}
{0 3,1 4,3 13,4 yes}
{0 3,1 4,2 1,3 13,4 yes}
{1 2,2 2,3 5,4 no}
{0 1,1 3,2 1,3 9,4 yes}
{0 3,1 11,2 7,3 29,4 yes}
{1 1,3 2,4 yes}
{0 8,1 6,2 5,3 29,4 yes}
{1 1,2 2,3 3,4 yes}
{0 2,1 10,2 9,3 26,4 yes}
{0 8,1 12,2 6,3 40,4 no}
{0 5,1 10,2 6,3 30,4 no}
{0 2,1 2,3 10,4 yes}
{1 2,2 1,3 7,4 no}
{0 6,1 8,2 4,3 26,4 yes}
{0 3,1 8,2 5,3 15,4 no}
{0 6,1 11,2 3,3 28,4 yes}
{0 3,1 6,2 6,3 28,4 yes}
{0 1,1 1,2 1,3 2,4 no}
{0 7,1 10,2 4,3 27,4 yes}
{1 1,2 2,3 3,4 no}
{0 25,1 58,2 26,3 116,4 yes}
{0 2,1 2,3 4,4 yes}
{0 1,1 2,2 1,3 9,4 yes}
{0 1,1 3,2 1,3 3,4 yes}
{0 5,1 8,2 8,3 35,4 yes}
{0 15,1 24,2 16,3 89,4 yes}
{1 4,2 4,3 16,4 no}
{1 8,2 5,3 27,4 no}
{0 2,1 9,2 2,3 20,4 no}
{0 3,1 7,2 5,3 27,4 no}
{0 3,1 2,2 3,3 13,4 no}
{0 4,1 5,2 6,3 11,4 no}
{0 3,1 4,2 1,3 14,4 yes}
{0 2,1 3,2 2,3 10,4 yes}
{0 8,1 2,2 2,3 21,4 yes}
{1 1,2 1,3 2,4 yes}
{0 7,1 4,2 1,3 18,4 no}
{0 10,1 11,2 5,3 41,4 yes}
{0 3,1 6,2 2,3 13,4 no}
{0 2,1 4,2 3,3 11,4 yes}
{0 6,1 13,2 9,3 38,4 yes}
{0 2,1 3,3 9,4 yes}
{0 2,1 4,2 3,3 12,4 yes}
{0 1,1 2,2 1,3 6,4 yes}
{0 9,1 9,2 4,3 35,4 yes}
{0 1,1 3,3 8,4 yes}
{0 6,1 6,2 4,3 29,4 no}
{0 2,1 6,2 4,3 17,4 no}
{0 5,1 2,2 1,3 19,4 yes}
{1 1,3 4,4 no}
{1 5,2 5,3 15,4 yes}
{1 2,2 1,3 4,4 yes}
{0 4,1 11,2 5,3 25,4 yes}
{0 4,1 5,2 5,3 20,4 no}
{0 2,1 3,2 2,3 13,4 yes}
{0 4,1 5,2 4,3 13,4 yes}
{0 5,1 6,2 3,3 24,4 yes}
{0 2,1 7,2 3,3 11,4 yes}
{0 5,1 5,2 3,3 32,4 yes}
{0 1,1 3,2 1,3 10,4 yes}
{0 8,1 14,2 4,3 34,4 yes}
{1 1,3 1,4 yes}
{0 3,1 17,2 3,3 42,4 yes}
{0 6,1 14,2 8,3 43,4 yes}
{0 1,1 3,2 2,3 10,4 yes}
{0 5,1 6,2 2,3 17,4 no}
{0 9,1 32,2 13,3 74,4 yes}
{0 1,1 1,2 2,3 11,4 yes}
{0 1,1 2,2 1,3 14,4 yes}
{0 9,1 18,2 8,3 49,4 yes}
{0 5,1 7,2 6,3 34,4 no}
{0 6,1 10,2 5,3 25,4 yes}
{0 6,1 5,2 1,3 16,4 no}
{0 3,1 8,2 7,3 28,4 yes}
{0 3,1 7,2 2,3 17,4 yes}
{0 2,1 3,2 2,3 12,4 yes}
{0 2,1 5,2 3,3 24,4 no}
{0 6,1 12,2 8,3 40,4 yes}
{0 4,1 5,2 5,3 23,4 no}
{1 1,2 1,3 5,4 no}
{0 6,1 11,2 9,3 41,4 yes}
{0 2,1 1,2 1,3 10,4 yes}
{0 1,1 8,2 2,3 16,4 yes}
{0 8,1 3,3 12,4 no}
{0 3,1 2,2 1,3 16,4 yes}
{0 3,1 3,2 2,3 8,4 yes}
{0 3,1 6,2 2,3 21,4 yes}
{0 1,1 1,2 1,3 3,4 no}
{0 1,1 7,2 5,3 15,4 yes}
{0 1,1 3,2 3,3 15,4 yes}
{0 3,1 15,2 7,3 30,4 no}
{0 5,1 10,2 8,3 35,4 yes}
{0 2,1 11,2 4,3 22,4 yes}
{0 8,1 11,2 8,3 47,4 yes}
{1 5,2 1,3 9,4 no}
{0 12,1 24,2 15,3 62,4 yes}
{0 2,1 1,2 1,3 4,4 no}
{0 7,1 5,2 5,3 30,4 yes}
{1 3,3 6,4 yes}
{0 6,1 16,2 9,3 40,4 no}
{1 2,2 1,3 4,4 yes}
{0 4,1 16,2 3,3 39,4 yes}
{0 2,1 8,2 5,3 13,4 no}
{0 1,1 3,2 2,3 20,4 no}
{3 2,4 no}
{0 2,1 4,2 2,3 6,4 yes}
{0 14,1 15,2 5,3 50,4 yes}
{0 1,1 4,2 5,3 15,4 yes}
{0 2,1 2,2 1,3 17,4 yes}
{0 4,1 3,2 1,3 8,4 yes}
{0 3,1 6,2 1,3 14,4 no}
{0 1,1 2,2 2,3 9,4 yes}
{0 3,1 4,2 3,3 17,4 no}
{0 3,1 4,2 2,3 26,4 yes}
{0 5,1 12,2 6,3 29,4 no}
{1 1,3 2,4 yes}
{0 10,1 20,2 9,3 54,4 yes}
{0 2,1 1,2 1,3 6,4 yes}
{2 1,3 1,4 yes}
{0 1,1 7,2 3,3 18,4 yes}
{0 6,1 13,2 7,3 40,4 no}
{0 2,1 5,2 5,3 20,4 yes}
{0 2,1 5,2 3,3 14,4 yes}
{0 4,1 2,2 3,3 15,4 yes}
{1 1,2 1,3 2,4 yes}
{0 2,1 6,2 2,3 20,4 yes}
{0 2,1 1,2 1,3 10,4 yes}
{0 8,1 22,2 14,3 73,4 no}
{0 2,1 2,2 2,3 18,4 yes}
{0 8,1 10,2 5,3 33,4 yes}
{0 1,1 3,2 4,3 15,4 yes}
{0 6,1 6,2 3,3 16,4 yes}
{0 2,1 14,2 7,3 37,4 yes}
{0 5,1 12,2 8,3 41,4 yes}
{0 6,1 8,2 3,3 35,4 yes}
{0 5,1 9,2 5,3 30,4 yes}
{1 1,2 1,3 2,4 yes}
{3 1,4 yes}
{0 4,1 5,2 6,3 28,4 yes}
{0 5,1 6,2 2,3 21,4 yes}
{1 2,2 1,3 5,4 yes}
{1 1,2 1,3 2,4 yes}
{0 2,1 4,2 2,3 7,4 yes}
{0 3,1 3,2 1,3 22,4 no}
{1 1,3 1,4 no}
{1 1,3 2,4 yes}
{0 5,1 7,2 4,3 34,4 yes}
{0 5,1 9,2 5,3 25,4 no}
{0 4,1 8,2 6,3 32,4 yes}
{0 4,1 4,2 2,3 17,4 yes}
{0 6,1 9,2 1,3 31,4 yes}
{0 7,1 22,2 12,3 61,4 yes}
{0 3,1 4,2 4,3 14,4 no}
{0 6,1 11,2 3,3 38,4 yes}
{0 1,1 5,2 3,3 12,4 no}
{0 3,1 8,2 3,3 17,4 yes}
{0 1,1 6,2 2,3 15,4 no}
{0 2,1 2,2 1,3 11,4 yes}
{0 5,1 11,2 4,3 27,4 yes}
{0 1,1 2,2 1,3 14,4 yes}
{0 1,1 3,2 3,3 9,4 no}
{0 3,1 4,2 1,3 7,4 yes}
{0 4,1 2,3 10,4 yes}
{1 1,2 1,3 1,4 yes}
{0 1,1 2,2 2,3 14,4 no}
{0 2,1 3,2 3,3 10,4 no}
{0 9,1 40,2 20,3 97,4 yes}
{1 1,2 1,3 1,4 yes}
{0 7,1 13,2 9,3 48,4 yes}
{0 5,1 10,2 6,3 31,4 no}
{0 7,1 9,2 7,3 36,4 yes}
{0 2,1 1,3 6,4 yes}
{0 4,1 11,2 3,3 28,4 yes}
{0 9,1 9,2 5,3 39,4 yes}
{0 5,1 3,2 4,3 12,4 yes}
{0 2,1 2,2 1,3 10,4 yes}
{0 5,1 6,2 3,3 12,4 yes}
{1 1,3 1,4 yes}
{0 1,1 5,2 2,3 10,4 no}
{0 3,1 7,2 3,3 12,4 yes}
{0 3,1 13,2 7,3 30,4 yes}
{0 3,1 2,2 3,3 20,4 yes}
{0 3,1 8,2 5,3 22,4 yes}
{0 5,1 11,2 3,3 23,4 yes}
{0 3,1 2,2 1,3 16,4 yes}
{0 4,1 3,3 18,4 yes}
{0 5,1 9,2 8,3 42,4 yes}
{0 1,1 4,2 4,3 15,4 no}
{0 2,1 6,2 3,3 17,4 yes}
{0 3,1 4,2 3,3 17,4 yes}
{0 12,1 27,2 10,3 79,4 no}
{0 10,1 27,2 9,3 66,4 no}
{0 9,1 12,2 9,3 37,4 yes}
{0 7,1 18,2 6,3 45,4 no}
{0 3,1 3,2 3,3 13,4 yes}
{0 1,1 2,2 1,3 4,4 no}
{0 10,1 14,2 8,3 48,4 yes}
{0 1,1 2,2 1,3 5,4 no}
{0 6,1 8,2 3,3 25,4 yes}
{0 1,1 5,2 2,3 12,4 yes}
{0 1,1 2,2 1,3 4,4 no}
{0 2,1 2,2 2,3 7,4 yes}
{3 1,4 yes}
{0 2,1 4,2 4,3 26,4 no}
{0 3,1 2,2 3,3 20,4 yes}
{0 8,1 5,2 5,3 28,4 yes}
{0 6,1 9,2 5,3 21,4 no}
{0 4,1 17,2 6,3 37,4 yes}
{0 4,1 10,2 4,3 20,4 yes}
{1 6,2 3,3 12,4 yes}
{0 3,1 2,2 3,3 10,4 no}
{0 11,1 17,2 5,3 60,4 no}
{0 5,1 12,2 8,3 42,4 no}
{0 5,1 4,2 2,3 21,4 no}
{0 10,1 6,2 5,3 28,4 yes}
{0 4,1 7,2 5,3 27,4 no}
{0 1,1 3,2 1,3 7,4 no}
{0 4,1 2,2 2,3 16,4 no}
{0 10,1 15,2 10,3 51,4 yes}
{0 9,1 8,2 2,3 26,4 no}
{0 6,1 15,2 9,3 36,4 yes}
{0 2,1 3,3 8,4 yes}
{0 6,1 4,2 2,3 32,4 no}
{0 4,1 9,2 7,3 42,4 yes}
{0 1,1 2,3 8,4 yes}
{0 7,1 17,2 14,3 62,4 yes}
{1 1,2 1,3 3,4 yes}
{0 4,1 3,3 12,4 yes}
{0 5,1 10,2 3,3 36,4 yes}
{0 7,1 6,2 4,3 17,4 yes}
{0 3,1 7,2 1,3 15,4 yes}
{0 5,1 3,2 1,3 20,4 no}
{0 4,1 9,2 5,3 28,4 yes}
{0 1,1 2,2 3,3 7,4 yes}
{0 6,1 9,2 2,3 20,4 yes}
{0 2,1 4,2 1,3 15,4 no}
{0 4,1 6,2 1,3 17,4 yes}
{0 2,1 6,2 5,3 24,4 no}
{0 1,1 2,2 1,3 5,4 no}
{0 6,1 7,2 5,3 29,4 yes}
{1 1,3 3,4 no}
{0 3,1 4,2 1,3 9,4 yes}
{0 3,1 7,2 2,3 27,4 yes}
{0 9,1 16,2 10,3 50,4 no}
{0 1,1 2,2 1,3 12,4 yes}
{0 4,1 4,2 3,3 18,4 yes}
{0 3,1 9,2 6,3 20,4 no}
{0 1,1 4,2 2,3 15,4 yes}
{0 3,1 4,2 2,3 22,4 yes}
{0 3,1 18,2 8,3 58,4 yes}
{0 4,1 6,2 2,3 21,4 no}
{0 2,3 3,4 yes}
{1 1,3 1,4 no}
{0 6,1 12,2 4,3 31,4 no}
{0 2,2 1,3 3,4 no}
{1 1,3 2,4 yes}
{0 8,1 14,2 5,3 37,4 yes}
{0 2,1 3,2 1,3 15,4 yes}
{0 1,1 3,2 2,3 12,4 yes}
{0 2,1 1,2 2,3 4,4 yes}
{0 1,1 3,2 2,3 9,4 yes}
{0 5,1 19,2 9,3 42,4 no}
{1 4,2 2,3 5,4 no}
{0 3,1 7,2 4,3 21,4 yes}
{0 6,1 10,2 3,3 32,4 yes}
{0 1,1 3,2 1,3 7,4 no}
{0 3,1 7,2 2,3 13,4 no}
{0 12,1 36,2 22,3 108,4 no}
{0 4,1 6,2 3,3 19,4 yes}
{1 1,2 1,3 1,4 no}
{1 1,3 3,4 yes}
{0 1,1 7,2 2,3 16,4 no}
{0 6,1 7,2 7,3 13,4 yes}
{0 4,1 6,2 4,3 18,4 no}
{0 2,1 4,2 3,3 17,4 no}
{0 6,1 12,2 8,3 35,4 no}
{0 10,1 23,2 12,3 56,4 no}
{0 1,1 2,3 6,4 no}
{0 4,1 6,2 2,3 24,4 no}
{0 11,1 7,2 6,3 34,4 no}
{0 1,4 yes}
{0 7,1 15,2 6,3 41,4 no}
{3 1,4 yes}
{1 5,2 2,3 15,4 no}
{0 4,1 5,2 6,3 18,4 yes}
{0 5,1 10,2 5,3 26,4 no}
{0 2,1 3,2 1,3 5,4 yes}
{0 11,1 16,2 14,3 56,4 yes}
{2 1,3 5,4 no}
{0 3,1 7,2 6,3 20,4 yes}
{1 2,3 2,4 yes}
{0 1,1 4,2 2,3 5,4 no}
{0 1,1 4,2 5,3 12,4 yes}
{1 1,3 1,4 no}
{0 3,1 9,2 6,3 28,4 yes}
{0 4,1 4,2 1,3 13,4 no}
{0 1,1 2,3 5,4 yes}
{0 7,1 12,2 8,3 39,4 no}
{0 7,1 5,2 3,3 18,4 yes}
{0 5,1 14,2 4,3 39,4 no}
{0 3,1 3,2 4,3 16,4 yes}
{0 8,1 9,2 6,3 26,4 no}
{0 1,1 2,2 1,3 10,4 yes}
{0 8,1 11,2 5,3 39,4 yes}
{0 3,1 7,2 2,3 21,4 yes}
{0 3,1 6,2 3,3 18,4 yes}
{0 1,1 3,2 1,3 12,4 yes}
{0 6,1 5,2 3,3 21,4 yes}
{0 2,1 11,2 4,3 16,4 no}
{0 3,1 4,2 2,3 19,4 yes}
{0 7,1 19,2 9,3 56,4 no}
{3 1,4 yes}
{0 4,1 11,2 7,3 24,4 yes}
{0 4,1 14,2 9,3 32,4 yes}
{1 2,3 5,4 no}
{0 4,1 21,2 12,3 48,4 yes}
{0 6,1 4,2 3,3 23,4 yes}
{0 1,1 7,2 3,3 18,4 yes}
{0 3,1 6,2 2,3 19,4 yes}
{0 5,1 6,2 1,3 23,4 yes}
{0 1,1 6,2 5,3 19,4 yes}
{0 1,1 1,2 1,3 4,4 no}
{1 1,3 2,4 yes}
{0 1,1 2,2 1,3 3,4 yes}
{0 1,1 9,2 4,3 12,4 no}
{0 1,1 5,2 2,3 13,4 yes}
{0 2,1 14,2 7,3 29,4 yes}
{0 1,1 1,2 1,3 3,4 no}
{0 8,1 17,2 8,3 51,4 yes}
{1 1,2 1,3 1,4 yes}
{0 8,1 9,2 9,3 36,4 yes}
{0 1,3 1,4 yes}
{1 5,2 4,3 10,4 no}
{0 2,1 6,2 1,3 27,4 yes}
{0 2,1 11,2 3,3 16,4 yes}
{1 1,3 1,4 no}
{0 1,3 2,4 no}
{0 1,1 4,3 7,4 yes}
{0 6,1 10,2 5,3 30,4 no}
{1 9,2 5,3 24,4 yes}
{0 4,1 6,2 2,3 13,4 yes}
{0 4,1 11,2 6,3 25,4 no}
{0 3,1 5,2 2,3 26,4 yes}
{0 5,1 8,2 4,3 12,4 yes}
{0 2,1 5,2 2,3 13,4 yes}
{0 2,1 2,3 6,4 no}
{0 1,1 2,2 1,3 4,4 no}
{0 3,1 7,2 2,3 20,4 yes}
{0 1,1 7,2 3,3 11,4 no}
{1 6,2 4,3 11,4 yes}
{0 6,1 9,2 3,3 23,4 yes}
{0 5,1 13,2 10,3 37,4 no}
{1 1,2 1,3 3,4 yes}
{1 2,3 5,4 yes}
{0 2,1 3,2 2,3 16,4 no}
{0 3,1 4,2 3,3 16,4 yes}
{0 1,1 1,2 1,3 2,4 yes}
{0 5,1 7,2 4,3 17,4 no}
{0 2,1 2,2 5,3 11,4 yes}
{0 1,1 3,3 4,4 no}
{0 2,1 3,2 2,3 9,4 yes}
{0 6,1 11,2 4,3 31,4 yes}
{0 7,1 5,2 5,3 27,4 yes}
{0 24,1 30,2 21,3 117,4 no}
{0 6,1 3,2 1,3 15,4 yes}
{0 2,1 7,2 7,3 24,4 yes}
{1 1,4 no}
{1 3,2 1,3 6,4 no}
{0 1,1 5,2 4,3 24,4 no}
{0 2,1 4,2 3,3 7,4 no}
{0 19,1 29,2 12,3 89,4 yes}
{0 2,1 5,2 4,3 15,4 yes}
{0 6,1 6,2 4,3 24,4 yes}
{1 1,2 1,3 2,4 yes}
{0 3,1 5,2 4,3 20,4 yes}
{0 2,1 4,2 1,3 9,4 no}
{0 3,1 2,2 1,3 15,4 yes}
{0 6,1 14,2 8,3 27,4 no}
{0 5,1 23,2 12,3 47,4 no}
{0 4,1 3,2 4,3 22,4 yes}
{0 1,1 2,2 1,3 3,4 yes}
{0 1,1 2,2 1,3 3,4 yes}
{0 8,1 21,2 8,3 49,4 yes}
{0 5,1 6,2 5,3 19,4 yes}
{0 1,1 5,2 3,3 16,4 no}
{0 9,1 7,2 5,3 32,4 no}
{1 1,2 2,3 7,4 yes}
{0 1,1 1,3 2,4 no}
{0 2,1 3,2 2,3 10,4 yes}
{0 11,1 10,2 4,3 29,4 yes}
{0 4,1 5,2 2,3 13,4 yes}
{0 13,1 33,2 18,3 82,4 no}
{0 1,1 1,2 2,3 1,4 yes}
{0 6,1 8,2 9,3 20,4 no}
{0 2,1 1,3 4,4 no}
{1 1,2 1,3 3,4 yes}
{0 3,1 4,2 2,3 21,4 yes}
{0 6,1 5,2 1,3 25,4 yes}
{0 4,1 10,2 5,3 36,4 no}
{0 13,1 20,2 14,3 72,4 yes}
{1 1,2 1,3 2,4 yes}
{0 3,1 2,2 2,3 14,4 yes}
{0 3,1 2,2 3,3 14,4 yes}
{0 1,1 1,3 3,4 no}
{0 2,1 1,2 1,3 11,4 yes}
{0 4,1 6,2 2,3 24,4 yes}
{0 3,1 2,2 2,3 14,4 yes}
{0 1,1 1,3 9,4 yes}
{0 1,1 3,2 1,3 12,4 yes}
{0 7,1 8,2 4,3 27,4 yes}
{0 1,1 5,2 3,3 12,4 no}
{0 1,1 4,2 1,3 22,4 no}
{1 3,2 3,3 8,4 yes}
{0 1,1 1,2 1,3 3,4 yes}
{0 5,1 6,2 3,3 21,4 yes}
{0 6,1 2,2 4,3 15,4 yes}
{0 1,1 5,2 3,3 16,4 yes}
{0 4,1 1,2 2,3 19,4 yes}
{0 4,1 6,2 5,3 18,4 yes}
{0 5,1 14,2 8,3 39,4 yes}
{0 23,1 40,2 19,3 107,4 yes}
{0 3,1 3,2 1,3 13,4 yes}
{0 9,1 18,2 6,3 43,4 yes}
{0 8,1 8,2 6,3 49,4 yes}
{0 2,1 2,2 1,3 8,4 yes}
{0 16,1 19,2 11,3 68,4 yes}
{0 2,1 3,2 3,3 17,4 no}
{0 11,1 26,2 19,3 87,4 yes}
{0 1,1 5,2 2,3 8,4 yes}
{0 3,1 4,2 3,3 9,4 yes}
{0 1,1 1,3 6,4 yes}
{1 1,3 2,4 yes}
{0 3,1 4,2 3,3 17,4 no}
{0 3,1 2,2 2,3 10,4 yes}
{0 6,1 13,2 4,3 35,4 yes}
{1 2,2 1,3 4,4 yes}
{0 5,1 7,2 3,3 17,4 no}
{3 1,4 yes}
{0 4,1 5,2 4,3 16,4 no}
{0 2,1 2,2 1,3 8,4 yes}
{0 3,1 3,2 2,3 9,4 yes}
{0 6,1 15,2 8,3 38,4 yes}
{0 1,1 1,2 1,3 6,4 yes}
{0 1,1 2,2 1,3 6,4 no}
{0 3,1 4,2 5,3 12,4 no}
{0 4,1 13,2 4,3 35,4 yes}
{0 2,1 7,2 2,3 17,4 yes}
{0 2,1 2,3 8,4 no}
{0 1,2 1,3 3,4 no}
{0 6,1 13,2 5,3 45,4 no}
{0 7,1 4,2 3,3 21,4 no}
{3 1,4 no}
{3 1,4 yes}
{0 2,1 12,2 6,3 29,4 no}
{0 2,1 3,2 1,3 8,4 yes}
{0 5,1 20,2 9,3 41,4 yes}
{0 9,1 17,2 8,3 52,4 yes}
{1 1,3 1,4 yes}
{0 8,1 18,2 8,3 58,4 yes}
{0 4,1 3,2 3,3 19,4 no}
{3 1,4 no}
{0 1,2 1,4 no}
{0 7,1 20,2 11,3 55,4 yes}
{0 3,1 2,2 1,3 18,4 yes}
{0 6,1 8,2 5,3 22,4 yes}
{0 4,1 7,2 6,3 31,4 no}
{0 3,1 4,2 3,3 16,4 no}
{0 11,1 19,2 13,3 59,4 yes}
{0 2,1 8,2 3,3 15,4 yes}
{0 6,1 9,2 6,3 26,4 yes}
{3 1,4 yes}
{0 6,1 3,2 2,3 18,4 yes}
{0 6,1 13,2 6,3 34,4 no}
{0 2,1 6,2 5,3 20,4 no}
{0 10,1 28,2 10,3 54,4 no}
{0 2,1 5,2 4,3 17,4 yes}
{0 7,1 9,2 5,3 34,4 yes}
{0 3,1 9,2 5,3 20,4 no}
{0 2,1 3,2 2,3 12,4 no}
{0 2,1 4,2 1,3 12,4 no}
{1 1,2 2,3 3,4 no}
{0 3,1 4,2 1,3 8,4 no}
{1 2,2 1,3 9,4 yes}
{0 1,1 3,3 7,4 yes}
{0 2,1 6,2 2,3 9,4 yes}
{0 9,1 18,2 8,3 54,4 yes}
{0 3,1 10,2 3,3 18,4 yes}
{0 2,1 7,2 3,3 17,4 yes}
{0 1,1 5,2 1,3 16,4 yes}
{0 5,1 9,2 3,3 25,4 no}
{0 5,1 8,2 7,3 39,4 yes}
{0 3,1 1,3 12,4 yes}
{1 1,2 2,3 4,4 no}
{0 1,1 9,2 3,3 13,4 no}
{0 2,1 2,2 1,3 3,4 yes}
{0 12,1 7,2 8,3 37,4 yes}
{0 6,1 8,2 6,3 32,4 no}
{0 8,1 17,2 10,3 46,4 no}
{0 8,1 9,2 4,3 27,4 no}
{0 7,1 18,2 7,3 41,4 yes}
{0 5,1 5,2 3,3 16,4 no}
{1 2,2 1,3 2,4 yes}
{0 1,1 3,3 11,4 yes}
{0 11,1 14,2 6,3 51,4 yes}
{0 2,1 2,2 2,3 11,4 yes}
{0 4,1 9,2 3,3 25,4 yes}
{0 7,1 6,2 3,3 29,4 yes}
{0 2,1 6,2 3,3 17,4 yes}
{3 1,4 no}
{1 3,2 1,3 7,4 yes}
{0 7,1 10,2 5,3 30,4 yes}
{1 1,4 no}
{0 2,1 11,2 5,3 21,4 yes}
{0 4,1 3,2 3,3 13,4 yes}
{0 2,1 3,3 8,4 yes}
{0 4,1 7,2 9,3 24,4 yes}
{1 1,3 1,4 yes}
{2 1,3 1,4 yes}
{0 1,1 1,2 1,3 12,4 no}
{0 1,1 6,2 1,3 12,4 yes}
{0 10,1 10,2 9,3 58,4 no}
{0 3,1 5,2 2,3 17,4 yes}
{0 3,1 7,2 4,3 20,4 yes}
{1 1,3 1,4 yes}
{0 4,1 4,2 3,3 13,4 no}
{0 3,1 1,3 10,4 yes}
{0 9,1 21,2 13,3 53,4 no}
{0 4,1 3,2 1,3 8,4 no}
{0 26,1 33,2 18,3 122,4 no}
{0 15,1 14,2 10,3 59,4 yes}
{0 1,1 2,2 2,3 7,4 yes}
{0 3,1 4,2 3,3 11,4 no}
{0 18,1 27,2 16,3 83,4 yes}
{0 8,1 9,2 8,3 30,4 yes}
{0 9,1 12,2 8,3 36,4 yes}
{0 3,1 4,2 3,3 18,4 yes}
{0 1,1 2,2 2,3 14,4 no}
{0 1,1 5,2 1,3 15,4 yes}
{2 1,3 1,4 yes}
{0 3,1 5,2 1,3 12,4 no}
{0 2,1 5,2 3,3 17,4 yes}
{1 1,3 1,4 yes}
{0 13,1 18,2 8,3 47,4 no}
{0 3,1 4,2 2,3 21,4 yes}
{0 5,1 9,2 5,3 19,4 yes}
{2 1,3 1,4 yes}
